id,first_name,last_name,aadhaar_number,gender,age,blood_group,blood_pressure,cholestrol,heart_rate,disabled,diagnosis
872,Sarene,Gyer,603235924085,Female,50,B+,110/70,233.11,100,Yes,Psoriasis
873,Moina,Hubble,564740692087,Female,74,B-,130/90,256.38,107,No,Cataracts
874,Anatole,Amar,644835670141,Male,64,A-,120/80,255.67,174,No,Osteoporosis
875,Mag,Minichi,283113633924,Female,8,O-,120/80,205.95,136,No,Rosacea
876,Dietrich,Queste,565129836677,Male,51,AB+,120/80,109.72,134,Yes,Hepatitis
877,Davida,Dalrymple,288085784711,Female,89,AB-,125/85,295.24,113,Yes,Irritable bowel syndrome (IBS)
878,Georgeanne,Brecknock,144452802699,Female,71,O+,130/90,185.23,188,No,Rheumatoid arthritis
879,Gibb,Vittore,882915915917,Male,68,AB-,110/70,289.85,188,No,Endometrial cancer
880,Staffard,Mewhirter,245779347605,Male,45,AB+,140/95,120.07,187,Yes,Menopause
881,Kellia,Salzberg,261046089879,Female,84,A-,110/70,165.5,84,Yes,Gastroenteritis
882,Arv,Shingles,915867252889,Male,23,B+,125/85,265.51,170,No,Melanoma
883,Tom,Skally,560794450073,Male,4,AB-,125/85,282.22,153,Yes,Glioblastoma
884,Billie,Noel,416336730267,Male,80,B-,125/85,144.66,134,Yes,Leukemia
885,Robinson,Stredder,286955116700,Male,43,AB+,130/90,118.38,66,Yes,Lymphoma
886,Beverie,Lohde,743831197855,Female,38,A+,110/70,139.92,143,Yes,Atherosclerosis
887,Lilyan,Elijah,448761895073,Female,80,B-,130/90,142.97,188,No,Rheumatoid arthritis
888,Gardiner,Huleatt,525680023714,Male,75,O+,140/95,243.89,185,Yes,Tourette syndrome
889,Codee,Bolino,684825286824,Female,80,B-,110/70,197.64,114,No,Meningitis
890,Crista,MacKereth,413893671080,Female,16,B-,140/95,211.93,186,No,Tourette syndrome
891,Meghan,Giral,712414877867,Female,85,A-,130/90,134.74,174,No,Pancreatic cancer
892,Wilt,Clue,358728054958,Male,70,AB-,130/90,163.38,103,No,Tourette syndrome
893,Guglielma,Fidock,764353829039,Female,11,A+,140/95,215.09,67,No,Cholera
894,Lowe,Trelease,233201285296,Male,6,AB-,140/95,159.71,191,Yes,Pancreatitis
895,Arlene,Krop,470581885108,Female,64,O-,110/70,128.23,61,No,Peptic ulcer
896,Stephanie,Spelman,537777526967,Female,63,AB+,140/95,177.7,197,Yes,Alzheimer's disease
897,Amata,MacSorley,658393585848,Female,47,A+,130/90,212.31,139,Yes,Hemochromatosis
898,Charlot,Mort,349460805817,Female,72,B+,110/70,180.05,110,No,Atherosclerosis
899,Jocelyne,Muge,332966312124,Female,56,B-,125/85,222.16,80,No,Kidney cancer
900,Martha,Berni,413758781628,Female,83,B+,110/70,223.4,135,No,Huntington's disease
901,Ram,Pitkethly,504886016190,Male,86,O-,130/90,221.0,82,No,Addison's disease
902,Georgie,Tettersell,500937898176,Male,95,B+,120/80,222.66,153,No,Tuberculosis
903,Denys,Hamley,131455424711,Male,21,AB-,125/85,121.2,141,No,Obsessive-compulsive disorder (OCD)
904,Kaitlyn,Etter,188809722059,Female,28,AB-,125/85,118.06,75,Yes,Schizophrenia
905,Earl,Flanagan,571221891287,Male,59,AB+,130/90,141.84,111,Yes,Von Willebrand disease
906,Raff,Rossi,434314402010,Male,103,B+,110/70,269.94,103,No,Atherosclerosis
907,Lothario,Drei,994882517212,Male,82,B-,120/80,268.84,179,Yes,Eczema
908,Halette,Karpmann,850978109661,Female,39,O+,110/70,123.59,114,Yes,Crohn's disease
909,Hildagard,Mortlock,268359203039,Female,79,A+,125/85,156.25,183,No,Rheumatic fever
910,Clemente,Lawden,199468857573,Male,99,B-,130/90,293.0,188,Yes,Melanoma
911,Markus,Tinker,886048119018,Male,67,O-,140/95,194.72,86,No,Cancer
912,Meghan,Thrussell,130303088880,Female,21,B+,120/80,146.42,110,Yes,Brain tumor
913,Faunie,Gouldeby,949099731187,Female,56,A-,110/70,154.42,103,No,Atherosclerosis
914,Rhona,O'Flannery,566628333816,Female,86,B+,125/85,281.5,83,Yes,Addison's disease
915,Twyla,Waber,237746313472,Female,86,B-,140/95,209.93,174,No,Osteomyelitis
916,Domingo,Sherman,899445414158,Genderfluid,79,A-,130/90,253.13,174,No,Erectile dysfunction
917,Laurence,Bozier,942889212177,Male,70,O-,140/95,106.95,72,No,Myeloma
918,Johna,Salsbury,128291035416,Female,91,AB+,120/80,153.57,74,No,Prostatitis
919,Alida,Morhall,174142626077,Female,100,AB-,110/70,168.94,180,No,Kidney cancer
920,Viva,Beste,482970196253,Female,99,O-,125/85,216.71,140,No,Rheumatic fever
921,Jude,Seawright,603796904229,Genderfluid,26,AB+,125/85,104.13,197,Yes,Peptic ulcer
922,Vannie,Ghelarducci,999469398310,Female,26,AB-,125/85,133.06,90,Yes,Amyotrophic lateral sclerosis (ALS)
923,Hilton,Guild,657526348069,Male,97,O-,120/80,283.59,85,No,Premenstrual syndrome (PMS)
924,Stacia,Heibl,344546826535,Female,29,AB+,110/70,178.94,68,Yes,Glaucoma
925,Dwain,Manion,165899770166,Male,65,O+,130/90,205.47,87,No,Attention-deficit/hyperactivity disorder (ADHD)
926,Rozalin,Sinisbury,486221322553,Female,101,B+,140/95,190.57,122,Yes,Pancreatitis
927,Viviene,Chipperfield,841028835646,Female,32,O-,110/70,213.68,156,Yes,Glaucoma
928,Dorisa,MacGinlay,410991368511,Female,37,AB+,110/70,247.61,162,No,Endometriosis
929,Lind,Coughlan,835828259138,Female,4,AB-,125/85,100.32,103,Yes,Attention-deficit/hyperactivity disorder (ADHD)
930,Charmane,Paxeford,606937856324,Female,44,AB+,130/90,276.58,141,No,Polycystic kidney disease
931,Zilvia,Cabble,883042244936,Female,87,AB-,140/95,185.44,161,No,Cholera
932,Lind,Pedley,428366510409,Polygender,89,O-,130/90,218.06,161,Yes,Ulcerative colitis
933,Dorthy,Wenn,538854709582,Female,36,A-,130/90,271.98,131,Yes,Varicose veins
934,Julian,Lathy,566996089171,Male,85,A-,110/70,113.68,93,No,Hemophilia
935,Maison,MacAvaddy,504017893721,Male,71,B-,110/70,188.91,130,No,Tourette syndrome
936,Frayda,Hrishchenko,574804408665,Female,7,O+,140/95,196.36,176,Yes,Irritable bowel syndrome (IBS)
937,Edin,Meanwell,395619318105,Female,74,O+,120/80,239.27,120,Yes,Prostatitis
938,Rois,Heale,439606024541,Genderqueer,83,A-,140/95,112.46,115,Yes,Influenza
939,Welbie,Waterman,960844568927,Male,32,B+,120/80,150.91,196,No,Malaria
940,Lindy,Cusiter,220010412385,Female,63,O-,130/90,207.5,165,No,Turner syndrome
941,Marj,Droogan,583865932134,Female,15,AB-,120/80,297.49,186,Yes,Osteoporosis
942,Alfons,Fere,808720095594,Male,32,A+,120/80,105.26,69,Yes,Cholera
943,Cosmo,Brimfield,644454693238,Male,31,B-,120/80,146.37,185,No,Wilson's disease
944,Melany,Monnoyer,340078352759,Female,79,AB+,120/80,184.12,92,Yes,Erectile dysfunction
945,Cozmo,Thonason,752424909176,Male,45,O+,130/90,291.24,85,No,Brain tumor
946,Garrot,Flipsen,694342334846,Male,5,A-,125/85,134.16,168,No,Thalassemia
947,Shem,Pigdon,292735416703,Polygender,41,A+,110/70,187.71,134,Yes,Bipolar disorder
948,Durand,Brunelleschi,314965571971,Male,76,O+,125/85,139.78,167,No,Ovarian cancer
949,Bette,Jaquet,143252642183,Female,32,A+,130/90,216.68,162,No,Endometriosis
950,Marcelle,Pikett,269609261448,Female,24,A+,140/95,237.67,158,Yes,Ovarian cancer
951,Cleveland,Wallbridge,308766415243,Male,73,A+,130/90,255.09,182,No,Down syndrome
952,Donna,Pulbrook,862915336589,Female,74,B-,120/80,124.73,153,Yes,Parkinson's disease
953,Patrice,Golland,391846754705,Male,36,B-,140/95,199.93,66,No,Graves' disease
954,Fonsie,Dyer,480312293781,Bigender,30,AB-,125/85,149.36,119,No,Sleep apnea
955,Coral,Sutch,930081454485,Female,19,B+,140/95,102.69,113,No,Hepatitis
956,Vinson,Bircher,742869170593,Male,20,A-,120/80,197.01,73,Yes,Attention-deficit/hyperactivity disorder (ADHD)
957,Pedro,Eagleton,851602422178,Male,54,B-,110/70,263.37,199,Yes,Atherosclerosis
958,Jessie,Phipps,852351793571,Male,71,AB-,120/80,264.3,91,No,Alzheimer's disease
959,Orv,Dodimead,115796498852,Male,100,B+,125/85,246.27,160,No,Attention-deficit/hyperactivity disorder (ADHD)
960,Giffie,Haddock,958570625444,Male,64,AB+,130/90,103.99,153,Yes,Influenza
961,Kariotta,Brandon,926615976358,Female,74,A+,110/70,195.57,98,No,Lymphoma
962,Ariella,Glencrash,611059972518,Female,72,A+,140/95,137.27,145,Yes,Myasthenia gravis
963,Hortense,Demare,198171490724,Female,50,AB+,140/95,250.79,175,No,Uterine cancer
964,Irvine,Wetherald,275743693218,Male,39,A+,125/85,192.07,184,No,Polycystic kidney disease
965,Nikita,Whettleton,580981266858,Male,48,O+,120/80,288.96,64,No,Thalassemia
966,Weylin,Fittall,270757599654,Male,84,O-,125/85,230.08,161,Yes,Attention-deficit/hyperactivity disorder (ADHD)
967,Hallsy,O'Reilly,567972231605,Male,85,O-,110/70,149.99,83,No,Thyroid disorders
968,Cob,Isenor,352696367547,Male,14,B-,130/90,285.25,132,No,Rheumatoid arthritis
969,Jeff,Heaseman,779326134717,Male,41,B-,140/95,134.44,83,No,Cholera
970,Gretna,Haker,178080422335,Female,97,B+,120/80,186.19,189,Yes,Menopause
971,Kippie,Loude,692944255430,Male,98,O+,120/80,244.87,137,No,Brain tumor
972,Deerdre,Leon,441322731979,Female,104,A+,125/85,126.82,65,Yes,Premenstrual syndrome (PMS)
973,Guntar,Culcheth,507918342608,Male,6,O+,125/85,137.59,150,No,Meningitis
974,Armin,Wem,661990357458,Male,50,O+,120/80,144.3,69,Yes,HIV/AIDS
975,Orion,Struthers,280442231251,Male,98,A-,120/80,275.83,149,Yes,Bladder cancer
976,Carolynn,Saice,904969427412,Female,54,O-,120/80,174.55,122,No,Cancer
977,Alisander,Gunner,671480486370,Male,61,A-,125/85,206.7,78,Yes,Rosacea
978,Jaime,Kermon,426316716515,Non-binary,18,O-,110/70,141.18,71,Yes,Cardiovascular disease
979,Sydney,Drayton,825589520868,Male,76,B-,130/90,102.21,130,No,Testicular cancer
980,Georgeanne,Crippin,410407442917,Female,102,B+,110/70,186.89,98,No,Meningitis
981,Sig,Crann,143632546284,Male,83,B+,120/80,162.05,150,Yes,Osteoporosis
982,Paolina,Haggie,857771669997,Female,46,AB+,110/70,107.22,117,No,Ovarian cancer
983,Marlo,Gammack,228738431472,Male,6,A-,140/95,211.02,131,Yes,Bipolar disorder
984,Georg,Vinick,359197006323,Male,29,B-,140/95,114.65,197,Yes,Tuberculosis
985,Kiele,Bassill,110564203001,Female,68,A+,110/70,298.33,65,Yes,Premenstrual syndrome (PMS)
986,Dawn,D'Abbot-Doyle,698412677625,Female,50,A+,125/85,231.66,77,No,Huntington's disease
987,Wildon,MacGibbon,842315520513,Male,43,AB-,130/90,233.73,155,No,Alzheimer's disease
988,Barton,Niezen,481916713473,Male,61,AB-,110/70,159.55,126,Yes,Gastritis
989,Rianon,Didsbury,431854754305,Female,27,B-,130/90,265.45,88,Yes,Prostatitis
990,Meridel,Schule,870035413517,Female,16,A+,140/95,151.79,184,No,Thalassemia
991,Randall,Vogeller,379045296654,Male,75,A+,125/85,131.52,173,Yes,Lupus
992,Billy,Gracey,164908808722,Female,68,O+,130/90,242.57,71,Yes,Menopause
993,Mason,Healings,728094145043,Male,29,A+,120/80,226.72,146,No,Cholera
994,Reed,Rediers,880279861780,Male,100,AB+,140/95,158.34,93,Yes,Rosacea
995,Carissa,Dhennin,186513742358,Female,44,AB-,120/80,116.39,160,Yes,Erectile dysfunction
996,Johny,Pinkstone,631052900888,Male,100,B+,110/70,123.99,114,Yes,Ovarian cancer
997,Kyrstin,Allawy,146354141727,Bigender,42,AB+,140/95,275.88,128,Yes,Myasthenia gravis
998,Javier,Corkett,100825643555,Male,43,A-,130/90,290.74,140,No,Graves' disease
999,Brandyn,Villaron,890971347495,Male,3,AB+,140/95,169.11,190,Yes,Atherosclerosis
1000,Frannie,Jenkins,583423711786,Female,73,B+,110/70,239.98,74,Yes,Cancer
